PolicyNumber,PolicyType,Sex,Age,MaritalStatus,DriverRating,PastClaims,Deductible,AddressChange,VehicleCategory,Make,VehicleAge,VehiclePrice,AgentType,RepNumber,Year,Month,Week,Day,CarsInvolved,CollisionArea,Fault,InforceAccident,WitnessPresent,PoliceReport,MonthClaimed,WeekClaimed,DayClaimed,InforceClaim,Claim,Fraud
3279,Liability,Male,54,Married,1,2 to 4,400,0,Sport,Toyota,7,20000 to 29000,External,8,2021,Oct,2,Friday,1,Urban,Policyholder,>30,No,No,Oct,2,Monday,>30,6200.407778,0
3280,Liability,Female,54,Married,1,2 to 4,400,0,Sport,Mazda,>7,20000 to 29000,External,15,2021,May,3,Friday,1,Urban,Third Party,>30,No,No,May,5,Monday,>30,4215.680113,0
3281,Liability,Male,39,Married,3,2 to 4,400,0,Sport,Hyundai,>7,30000 to 39000,External,8,2021,Sep,3,Friday,3 to 4,Urban,Policyholder,>30,No,No,Sep,5,Thursday,>30,33947.24784,0
3283,Collision,Female,31,Single,1,2 to 4,400,0,Sedan,Chevrolet,5,20000 to 29000,External,10,2021,Oct,1,Thursday,1,Urban,Policyholder,>30,No,No,Oct,1,Friday,>30,5860.214312,0
3284,Collision,Male,28,Single,2,1,400,0,Sedan,Chevrolet,7,20000 to 29000,External,4,2021,Sep,5,Friday,1,Urban,Policyholder,>30,No,Yes,Oct,1,Tuesday,>30,4920.755288,0
3285,Liability,Male,18,Single,4,1,400,0,Sport,Saab,>7,>69000,External,11,2021,Jan,4,Sunday,1,Urban,Policyholder,>30,No,No,Jan,4,Monday,>30,52464.39918,0
3286,Liability,Male,52,Married,3,2 to 4,400,0,Sport,Ford,6,60000 to 69000,External,5,2021,Mar,2,Sunday,1,Urban,Policyholder,>30,No,No,Mar,3,Monday,>30,77816.5911,0
3289,All Perils,Male,39,Married,4,0,400,0,Sedan,Hyundai,7,20000 to 29000,External,9,2021,Oct,2,Tuesday,1,Urban,Policyholder,>30,No,No,Oct,2,Wednesday,>30,504.5797791,0
3290,Liability,Male,41,Married,4,2 to 4,400,0,Sport,Mazda,6,20000 to 29000,External,4,2021,Oct,1,Tuesday,1,Urban,Policyholder,>30,No,No,Oct,1,Thursday,>30,5584.280317,0
3291,Liability,Male,51,Married,1,2 to 4,400,0,Sport,Toyota,>7,20000 to 29000,External,2,2021,Dec,1,Thursday,1,Urban,Third Party,>30,No,No,Dec,2,Monday,>30,837.5075715,0
3292,Collision,Male,41,Married,1,2 to 4,400,0,Sedan,Hyundai,7,20000 to 29000,External,13,2021,Jun,2,Saturday,1,Urban,Third Party,>30,No,No,Jun,3,Tuesday,>30,9441.602993,0
3293,Collision,Male,39,Married,4,0,400,0,Sedan,Dodge,6,30000 to 39000,External,3,2021,May,2,Monday,1,Urban,Policyholder,8 to 15,No,No,May,2,Monday,8 to 15,6743.781566,0
3295,Liability,Male,31,Married,1,2 to 4,400,0,Sport,Mazda,7,20000 to 29000,External,7,2021,Mar,3,Monday,1,Urban,Policyholder,>30,No,No,Mar,4,Thursday,>30,7506.634806,0
3296,Collision,Male,46,Married,3,0,400,0,Sedan,Toyota,7,20000 to 29000,External,8,2021,Dec,3,Thursday,1,Urban,Policyholder,>30,No,No,Dec,3,Friday,>30,3762.13326,0
3297,Collision,Male,57,Married,1,>4,400,0,Sedan,Honda,>7,20000 to 29000,External,3,2021,Nov,5,Thursday,1,Urban,Policyholder,>30,No,No,Dec,1,Tuesday,>30,41386.52916,0
3298,Collision,Male,46,Married,1,1,400,4 to 8,Sedan,Toyota,7,20000 to 29000,External,14,2021,May,1,Tuesday,2,Urban,Policyholder,>30,No,No,May,1,Thursday,>30,3139.651025,1
3299,Liability,Female,33,Married,1,0,400,0,Sport,Mazda,7,20000 to 29000,External,16,2021,Sep,1,Friday,1,Urban,Policyholder,>30,No,No,Sep,5,Friday,>30,6011.927861,0
3300,Collision,Male,63,Married,1,2 to 4,400,0,Sedan,Chevrolet,>7,30000 to 39000,External,4,2021,Dec,5,Friday,1,Urban,Policyholder,>30,No,No,Jan,1,Monday,>30,59418.4288,0
3301,Collision,Male,47,Married,4,0,400,0,Sedan,Hyundai,>7,30000 to 39000,External,4,2021,Jul,4,Saturday,1,Urban,Policyholder,>30,No,No,Jul,4,Wednesday,>30,3654.534735,0
3302,Liability,Male,45,Married,4,2 to 4,400,0,Sport,Hyundai,7,20000 to 29000,External,5,2021,Aug,3,Sunday,1,Urban,Policyholder,>30,No,No,Aug,3,Tuesday,>30,9009.326403,0
3304,Collision,Male,55,Married,3,1,400,0,Sedan,Honda,7,20000 to 29000,External,11,2021,Oct,3,Sunday,1,Urban,Policyholder,>30,No,No,Oct,4,Monday,>30,5674.273915,0
3308,Liability,Male,50,Single,2,1,400,0,Sport,Hyundai,7,30000 to 39000,External,13,2021,Sep,4,Wednesday,1,Urban,Policyholder,>30,No,No,Sep,4,Wednesday,>30,66415.6927,0
3311,Collision,Male,80,Married,3,0,400,0,Sport,Honda,7,>69000,External,16,2021,May,4,Thursday,1,Urban,Third Party,>30,No,No,May,4,Friday,>30,67691.76637,0
3312,Collision,Male,55,Married,4,0,400,0,Sport,Honda,>7,>69000,External,8,2021,Jan,3,Thursday,1,Urban,Policyholder,>30,No,Yes,Jan,4,Monday,>30,89129.75519,0
3313,Collision,Female,22,Single,2,2 to 4,400,0,Sedan,Toyota,6,20000 to 29000,External,1,2021,Jan,3,Friday,1,Urban,Third Party,>30,No,Yes,Jan,4,Friday,>30,6172.847005,0
3314,Liability,Male,57,Married,2,2 to 4,400,0,Sport,Toyota,>7,20000 to 29000,External,5,2021,Jan,3,Monday,1,Urban,Policyholder,>30,No,No,Jan,3,Tuesday,>30,1939.411189,0
3315,Liability,Female,21,Single,2,2 to 4,400,0,Sport,Hyundai,5,<20000,External,7,2021,Jan,3,Tuesday,1,Urban,Policyholder,>30,No,No,Jan,3,Friday,>30,1284.112721,0
3316,Liability,Female,46,Married,4,1,500,2 to 3,Sport,Chevrolet,>7,20000 to 29000,External,15,2021,May,1,Monday,1,Urban,Policyholder,>30,No,No,May,5,Monday,>30,2896.632818,0
3317,Collision,Male,42,Married,4,2 to 4,400,0,Sedan,Honda,7,20000 to 29000,External,6,2021,May,3,Wednesday,1,Urban,Third Party,>30,No,No,May,4,Monday,>30,3802.588967,0
3319,Liability,Male,48,Single,3,>4,400,4 to 8,Sport,Mazda,7,30000 to 39000,External,10,2021,Aug,1,Thursday,2,Urban,Policyholder,>30,No,No,Aug,1,Thursday,>30,15870.02757,0
3320,Liability,Male,35,Single,1,>4,400,0,Sport,Toyota,6,30000 to 39000,External,1,2021,Sep,4,Monday,1,Rural,Policyholder,>30,No,No,Oct,1,Tuesday,>30,55538.47332,0
3322,Liability,Male,44,Married,2,2 to 4,400,0,Sport,Hyundai,>7,30000 to 39000,External,15,2021,Oct,2,Wednesday,3 to 4,Urban,Third Party,>30,No,No,Dec,2,Monday,>30,62457.76232,0
3323,Collision,Male,28,Single,2,2 to 4,400,0,Sedan,Toyota,5,30000 to 39000,External,15,2021,Dec,3,Saturday,1,Urban,Third Party,>30,No,No,Dec,3,Tuesday,>30,50374.28267,0
3324,Collision,Male,27,Married,4,>4,400,0,Sedan,Ford,6,30000 to 39000,External,1,2021,Dec,3,Monday,1,Urban,Policyholder,>30,No,No,Dec,4,Wednesday,>30,25171.83644,0
3326,Collision,Male,64,Married,3,2 to 4,400,0,Sedan,Honda,>7,30000 to 39000,External,9,2021,Apr,1,Monday,1,Urban,Policyholder,>30,No,No,Apr,2,Friday,>30,13920.47878,0
3327,Liability,Male,61,Married,3,2 to 4,400,0,Sport,Mazda,>7,>69000,External,13,2021,Apr,1,Tuesday,1,Urban,Third Party,>30,No,No,Apr,1,Tuesday,>30,59496.46326,0
3328,Liability,Male,62,Married,1,>4,400,0,Sport,Mazda,7,20000 to 29000,External,12,2021,Jun,3,Tuesday,1,Urban,Policyholder,>30,No,No,Jun,3,Tuesday,>30,13539.48108,0
3329,Liability,Male,42,Married,3,2 to 4,400,0,Sport,VW,7,>69000,External,14,2021,Aug,4,Sunday,1,Urban,Policyholder,>30,No,No,Aug,5,Wednesday,>30,72923.45549,0
3331,Liability,Male,35,Married,1,1,400,0,Sport,Dodge,6,30000 to 39000,External,2,2021,Dec,3,Wednesday,1,Urban,Policyholder,>30,No,No,Dec,4,Friday,>30,92071.02273,0
3333,Collision,Male,31,Married,4,2 to 4,400,0,Sedan,Hyundai,7,20000 to 29000,External,3,2021,Oct,1,Sunday,1,Rural,Third Party,>30,No,Yes,Oct,1,Monday,>30,3102.621265,0
3334,All Perils,Male,49,Married,2,2 to 4,400,0,Sedan,Hyundai,>7,20000 to 29000,External,8,2021,Jul,4,Wednesday,1,Urban,Third Party,>30,No,No,Aug,2,Monday,>30,2801.780599,0
3337,All Perils,Male,60,Married,2,0,400,0,Sedan,Hyundai,>7,<20000,External,6,2021,Jan,3,Wednesday,1,Urban,Policyholder,>30,No,No,Jan,4,Tuesday,>30,5999.210338,0
3338,All Perils,Male,76,Married,1,1,400,0,Sedan,Chevrolet,>7,30000 to 39000,External,12,2021,Jan,2,Friday,1,Rural,Third Party,>30,No,No,Jan,3,Tuesday,>30,91760.09298,0
3339,Collision,Male,57,Married,4,2 to 4,400,0,Sedan,Chevrolet,>7,20000 to 29000,External,15,2021,Nov,2,Saturday,1,Urban,Policyholder,>30,No,No,Nov,3,Wednesday,>30,3131.349288,0
3340,Collision,Male,34,Single,3,1,400,4 to 8,Sedan,Toyota,6,20000 to 29000,External,16,2021,Nov,2,Monday,2,Urban,Policyholder,>30,No,No,Nov,2,Tuesday,>30,9242.114698,0
3341,Collision,Female,34,Married,2,0,400,0,Sport,Honda,6,>69000,External,7,2021,Nov,1,Friday,1,Urban,Third Party,>30,No,No,Nov,2,Thursday,>30,63108.68995,0
3342,Liability,Male,31,Married,3,2 to 4,400,0,Sport,Toyota,7,20000 to 29000,External,7,2021,Oct,3,Friday,1,Urban,Policyholder,>30,No,No,Oct,3,Tuesday,>30,8047.086383,0
3343,Collision,Male,45,Married,3,0,400,0,Sedan,Hyundai,>7,30000 to 39000,External,15,2021,Oct,1,Tuesday,1,Urban,Policyholder,>30,No,No,Oct,1,Tuesday,>30,4439.796283,0
3344,All Perils,Male,30,Single,3,1,400,0,Sedan,Mazda,6,20000 to 29000,External,1,2021,Sep,2,Thursday,1,Urban,Policyholder,>30,No,No,Sep,2,Friday,>30,6450.396902,0
3345,Liability,Male,44,Single,4,>4,400,0,Sport,Chevrolet,7,20000 to 29000,External,1,2021,Jul,4,Saturday,1,Urban,Third Party,>30,No,No,Aug,3,Tuesday,>30,44482.98744,0
3347,All Perils,Male,55,Single,4,1,400,0,Sedan,Ford,>7,<20000,External,16,2021,Jun,1,Thursday,1,Urban,Third Party,>30,No,No,Jun,2,Friday,>30,5538.911876,0
3348,Collision,Male,26,Married,4,1,400,0,Sedan,Chevrolet,6,20000 to 29000,External,3,2021,May,2,Wednesday,1,Urban,Policyholder,>30,No,No,May,2,Wednesday,>30,4468.460916,0
3349,Liability,Male,19,Single,2,2 to 4,400,0,Sport,Honda,0,>69000,External,7,2021,May,1,Sunday,1,Urban,Policyholder,>30,No,No,May,1,Wednesday,>30,62863.49076,0
3350,All Perils,Male,31,Married,4,1,400,0,Utility,Acura,6,>69000,External,15,2021,Jun,2,Saturday,1,Urban,Policyholder,>30,No,No,Jun,3,Thursday,>30,57166.76095,0
3351,Collision,Female,31,Single,4,1,400,0,Sedan,Hyundai,6,20000 to 29000,External,7,2021,Jun,1,Friday,1,Urban,Policyholder,>30,No,No,Jun,1,Monday,>30,1942.79542,0
3352,Collision,Male,53,Married,2,1,400,0,Sedan,Chevrolet,>7,30000 to 39000,External,12,2021,Jun,1,Friday,1,Urban,Policyholder,>30,No,No,Jun,1,Tuesday,>30,62624.22872,0
3353,Liability,Female,37,Single,2,>4,400,0,Sport,Chevrolet,7,20000 to 29000,External,10,2021,Oct,3,Monday,1,Urban,Policyholder,>30,No,No,Oct,3,Wednesday,>30,28322.54533,0
3358,Collision,Female,29,Single,2,0,400,0,Sedan,Honda,6,20000 to 29000,External,10,2021,Jan,5,Sunday,1,Urban,Policyholder,>30,No,No,Feb,1,Thursday,>30,6709.61088,0
3361,Collision,Female,34,Single,4,0,400,4 to 8,Sedan,Chevrolet,6,20000 to 29000,External,5,2021,Oct,3,Wednesday,2,Urban,Policyholder,>30,No,No,Oct,3,Friday,>30,6552.179432,0
3362,Collision,Male,27,Single,4,0,400,0,Sedan,Honda,6,20000 to 29000,External,5,2021,Jan,5,Saturday,1,Urban,Policyholder,>30,No,No,Feb,1,Thursday,>30,8885.493606,0
3363,All Perils,Male,26,Married,3,0,400,0,Sedan,Toyota,7,<20000,External,5,2021,Jan,2,Tuesday,3 to 4,Rural,Third Party,>30,No,No,Jan,2,Thursday,>30,6223.128115,0
3364,All Perils,Male,59,Married,1,0,400,0,Sedan,Hyundai,>7,30000 to 39000,External,8,2021,Oct,2,Friday,1,Urban,Third Party,>30,No,No,Oct,3,Tuesday,>30,6936.142053,0
3365,Liability,Male,38,Married,1,2 to 4,400,0,Sport,Hyundai,7,30000 to 39000,External,16,2021,Mar,5,Tuesday,1,Urban,Policyholder,>30,No,No,Apr,1,Friday,>30,70337.21179,0
3367,Collision,Male,34,Married,1,2 to 4,500,2 to 3,Sedan,Honda,6,20000 to 29000,External,14,2021,Aug,4,Wednesday,1,Urban,Policyholder,>30,No,No,Aug,4,Thursday,>30,9882.753015,0
3368,Liability,Male,41,Married,3,2 to 4,400,1,Sport,Ford,>7,30000 to 39000,External,8,2021,Dec,1,Saturday,1,Urban,Policyholder,>30,No,No,Dec,1,Monday,>30,14264.49629,0
3369,Liability,Female,32,Married,4,0,400,0,Sport,Mazda,4,20000 to 29000,External,5,2021,Dec,4,Monday,1,Urban,Policyholder,>30,No,No,Dec,5,Wednesday,>30,8569.320046,0
3373,Collision,Male,26,Married,3,0,400,0,Sedan,Hyundai,6,20000 to 29000,External,2,2021,Jun,3,Wednesday,1,Urban,Policyholder,>30,No,No,Jun,3,Wednesday,>30,1265.769441,0
3375,Liability,Female,33,Single,1,1,400,0,Sport,Hyundai,5,20000 to 29000,External,6,2021,Jul,5,Saturday,1,Urban,Policyholder,>30,No,No,Aug,1,Wednesday,>30,3465.012754,0
3376,Collision,Male,28,Married,1,1,400,0,Sedan,Mazda,7,20000 to 29000,External,14,2021,Oct,3,Friday,1,Urban,Policyholder,>30,No,Yes,Oct,4,Monday,>30,1603.809268,0
3377,Liability,Male,41,Married,3,0,400,0,Sport,Toyota,>7,>69000,External,10,2021,Oct,4,Saturday,1,Urban,Policyholder,>30,No,No,Oct,4,Monday,>30,51716.57077,0
3379,Collision,Male,21,Single,2,2 to 4,400,0,Sedan,Mazda,5,20000 to 29000,External,4,2021,Dec,2,Monday,1,Urban,Third Party,>30,No,No,Dec,3,Thursday,>30,9678.345992,0
3380,Collision,Male,39,Married,3,2 to 4,700,0,Sedan,Mazda,7,20000 to 29000,External,4,2021,Nov,1,Thursday,1,Urban,Policyholder,>30,No,No,Nov,2,Friday,>30,2677.318975,0
3382,Collision,Male,26,Married,4,2 to 4,400,4 to 8,Sedan,Mazda,7,>69000,External,4,2021,Sep,4,Friday,2,Urban,Third Party,>30,No,No,Sep,4,Monday,>30,71989.03218,0
3384,All Perils,Male,60,Married,4,1,400,0,Sedan,Acura,>7,20000 to 29000,External,14,2021,Jul,3,Monday,1,Urban,Policyholder,>30,No,Yes,Jul,3,Tuesday,>30,7397.62688,0
3385,Collision,Male,29,Single,3,2 to 4,400,0,Sedan,Chevrolet,4,20000 to 29000,External,3,2021,May,1,Thursday,1,Urban,Policyholder,>30,No,No,May,2,Wednesday,>30,5647.552637,0
3386,Collision,Male,22,Single,4,2 to 4,400,0,Sport,Honda,6,>69000,External,15,2021,Aug,3,Friday,1,Urban,Third Party,>30,No,No,Sep,2,Wednesday,>30,85555.91624,0
3387,All Perils,Male,53,Married,2,0,400,0,Sedan,Mazda,6,20000 to 29000,External,16,2021,May,1,Thursday,1,Urban,Third Party,>30,No,Yes,Jun,1,Monday,>30,9536.642174,0
3389,All Perils,Male,24,Married,3,1,400,0,Sedan,Chevrolet,5,20000 to 29000,External,2,2021,May,1,Thursday,1,Urban,Third Party,>30,No,No,May,2,Friday,>30,6958.581555,0
3390,Collision,Male,24,Single,3,2 to 4,400,0,Sedan,Hyundai,5,20000 to 29000,External,13,2021,Feb,1,Thursday,1,Urban,Third Party,>30,No,No,Feb,2,Monday,>30,2022.227813,0
3392,All Perils,Male,33,Married,3,1,400,0,Utility,Chevrolet,7,>69000,External,2,2021,Oct,2,Tuesday,1,Rural,Policyholder,>30,No,No,Oct,3,Monday,>30,52494.33742,0
3393,Liability,Male,41,Married,3,>4,400,0,Sport,Mazda,7,30000 to 39000,External,12,2021,Oct,3,Saturday,1,Urban,Policyholder,>30,No,No,Nov,2,Thursday,>30,29728.91185,0
3394,Collision,Male,35,Married,3,2 to 4,400,0,Sedan,Mazda,6,>69000,External,6,2021,Jan,3,Thursday,1,Urban,Third Party,>30,No,No,Jan,4,Wednesday,>30,61043.34801,0
3395,All Perils,Female,27,Single,2,0,400,0,Sedan,Mazda,4,20000 to 29000,External,6,2021,Jan,3,Friday,1,Urban,Third Party,>30,No,No,Jan,4,Tuesday,>30,2048.730241,0
3396,Liability,Male,55,Single,2,0,400,0,Sport,Mazda,7,20000 to 29000,External,15,2021,Jan,4,Wednesday,1,Urban,Policyholder,>30,No,No,Jan,4,Wednesday,>30,2564.186525,0
3397,Liability,Male,34,Married,4,2 to 4,400,0,Sport,Mazda,6,30000 to 39000,External,8,2021,Jan,5,Monday,1,Urban,Policyholder,>30,No,No,Jan,5,Monday,>30,19579.76771,0
3398,Collision,Male,61,Married,1,1,400,0,Sedan,Hyundai,>7,20000 to 29000,External,15,2021,Feb,1,Wednesday,1,Rural,Policyholder,>30,No,No,Feb,1,Wednesday,>30,5089.422199,0
3400,Collision,Male,40,Married,4,0,400,0,Sedan,Mazda,7,20000 to 29000,External,9,2021,Jun,1,Saturday,1,Urban,Policyholder,>30,No,No,Jun,1,Monday,>30,8178.675042,0
3401,Collision,Female,36,Married,4,1,400,0,Sedan,Hyundai,7,20000 to 29000,External,9,2021,Jun,1,Monday,1,Urban,Third Party,>30,No,No,Jun,1,Tuesday,>30,4656.303286,0
3402,Liability,Male,65,Married,1,2 to 4,400,0,Sport,Honda,>7,30000 to 39000,External,4,2021,Jun,2,Wednesday,1,Urban,Policyholder,>30,No,No,Jun,2,Friday,>30,65937.52102,0
3403,Liability,Male,47,Married,2,1,400,4 to 8,Sport,Toyota,7,20000 to 29000,External,14,2021,Aug,1,Tuesday,2,Urban,Policyholder,>30,No,No,Aug,1,Tuesday,>30,3017.24507,0
3405,Collision,Female,25,Single,4,1,400,0,Sedan,Hyundai,5,<20000,External,5,2021,Oct,2,Saturday,1,Urban,Policyholder,>30,No,No,Oct,2,Friday,>30,7453.176422,0
3406,All Perils,Male,36,Married,3,>4,400,0,Utility,Chevrolet,>7,>69000,External,11,2021,Oct,2,Wednesday,1,Urban,Third Party,>30,No,No,Oct,3,Wednesday,>30,72236.9158,0
3407,Collision,Male,39,Single,1,0,400,0,Sedan,Hyundai,7,<20000,External,5,2021,May,1,Friday,1,Urban,Policyholder,>30,No,No,May,1,Friday,>30,4768.230596,1
3408,Collision,Male,51,Married,1,0,400,0,Sedan,Toyota,7,20000 to 29000,External,11,2021,May,1,Friday,1,Urban,Policyholder,>30,No,No,Jun,2,Thursday,>30,6904.191423,1
3411,All Perils,Male,40,Married,4,0,700,0,Sedan,Toyota,7,30000 to 39000,External,10,2021,Oct,3,Wednesday,1,Urban,Policyholder,>30,No,No,Nov,1,Monday,>30,4199.441473,0
3412,Collision,Male,31,Married,2,2 to 4,400,0,Sedan,Nissan,6,30000 to 39000,External,10,2021,Oct,2,Friday,1,Urban,Policyholder,>30,No,No,Oct,3,Thursday,>30,58916.53927,0
3413,Liability,Male,40,Married,2,2 to 4,400,0,Sport,Nissan,6,>69000,External,1,2021,Aug,5,Thursday,1,Rural,Policyholder,>30,No,No,Nov,3,Tuesday,>30,76920.79491,0
3414,All Perils,Male,27,Married,1,0,400,0,Sedan,Toyota,7,20000 to 29000,External,4,2021,Aug,3,Tuesday,1,Urban,Policyholder,>30,No,No,Aug,3,Thursday,>30,1666.301875,0
3415,All Perils,Male,29,Married,2,0,400,0,Sedan,Hyundai,7,20000 to 29000,External,1,2021,Aug,1,Tuesday,1,Urban,Policyholder,>30,No,No,Aug,2,Friday,>30,8950.690815,0
3416,Liability,Male,37,Married,4,2 to 4,400,0,Sport,Honda,7,30000 to 39000,External,3,2021,Jun,2,Tuesday,1,Urban,Policyholder,>30,No,No,Jun,3,Tuesday,>30,22262.93367,0
3417,Liability,Male,29,Married,1,>4,400,0,Sport,Chevrolet,6,20000 to 29000,External,12,2021,Jun,1,Monday,1,Urban,Policyholder,>30,No,No,Oct,4,Thursday,>30,36802.45293,0
3418,All Perils,Male,33,Married,4,0,400,2 to 3,Sedan,Mazda,4,20000 to 29000,External,11,2021,Jun,1,Sunday,1,Urban,Policyholder,>30,No,No,Jun,2,Tuesday,>30,6176.269188,0
3419,All Perils,Male,34,Single,4,0,400,0,Sedan,Chevrolet,6,20000 to 29000,External,12,2021,May,3,Sunday,1,Rural,Policyholder,>30,No,No,May,4,Tuesday,>30,6469.159929,0
3422,All Perils,Male,33,Single,2,1,400,0,Sedan,Hyundai,5,20000 to 29000,External,2,2021,May,1,Friday,1,Urban,Policyholder,>30,No,No,May,3,Monday,>30,5016.427044,1
3423,All Perils,Male,30,Divorced,1,2 to 4,400,0,Sedan,Honda,6,30000 to 39000,External,14,2021,May,1,Friday,1,Urban,Policyholder,>30,No,No,May,2,Wednesday,>30,61508.90773,1
3424,Liability,Female,62,Married,1,1,400,4 to 8,Sport,Mazda,7,<20000,External,7,2021,Feb,1,Saturday,2,Urban,Policyholder,>30,No,No,Feb,2,Friday,>30,4972.562605,0
3426,All Perils,Female,69,Married,1,2 to 4,400,0,Sedan,Hyundai,7,20000 to 29000,External,3,2021,Feb,1,Wednesday,1,Urban,Third Party,>30,No,No,Feb,1,Thursday,>30,7852.648471,0
3428,Liability,Female,28,Single,3,2 to 4,400,0,Sport,Mazda,6,20000 to 29000,External,5,2021,Jan,5,Tuesday,1,Urban,Policyholder,>30,No,No,Feb,1,Friday,>30,7496.518216,0
3429,Collision,Male,61,Married,1,1,400,0,Sedan,Hyundai,>7,20000 to 29000,External,7,2021,Jan,5,Monday,1,Urban,Policyholder,>30,No,No,Feb,1,Wednesday,>30,2675.534761,0
3430,Liability,Male,39,Single,4,2 to 4,400,0,Sport,Honda,>7,>69000,External,3,2021,Jan,4,Friday,1,Urban,Third Party,>30,No,No,Feb,1,Monday,>30,79523.40537,0
3431,All Perils,Male,49,Married,4,2 to 4,400,0,Sedan,Kia,7,20000 to 29000,External,1,2021,Jan,4,Friday,1,Urban,Policyholder,>30,No,No,Jan,5,Tuesday,>30,6729.985724,0
3432,Liability,Female,63,Married,3,2 to 4,400,0,Sport,Hyundai,7,20000 to 29000,External,6,2021,Jan,5,Saturday,1,Urban,Third Party,>30,No,No,Jun,3,Friday,>30,6876.408917,0
3434,Collision,Male,38,Married,3,2 to 4,400,0,Sedan,Hyundai,>7,20000 to 29000,External,13,2021,May,2,Saturday,1,Urban,Third Party,>30,No,No,May,3,Friday,>30,8459.701235,0
3435,Liability,Male,60,Married,2,0,400,0,Sport,Toyota,>7,30000 to 39000,External,13,2021,Jan,4,Monday,1,Rural,Policyholder,>30,No,No,Feb,1,Wednesday,>30,6319.475733,0
3436,Liability,Male,55,Single,3,1,400,0,Sport,Hyundai,7,20000 to 29000,External,9,2021,Jan,4,Sunday,1,Urban,Policyholder,>30,No,No,Jan,4,Monday,>30,7708.04389,0
3438,All Perils,Male,53,Married,1,2 to 4,400,0,Sedan,Toyota,>7,20000 to 29000,External,9,2021,Jan,3,Friday,1,Urban,Policyholder,>30,No,No,Jan,4,Tuesday,>30,7320.749032,0
3439,Liability,Male,41,Married,2,2 to 4,400,0,Sport,Honda,7,20000 to 29000,External,4,2021,Jan,3,Thursday,1,Urban,Policyholder,>30,No,No,Jan,3,Thursday,>30,9092.335182,0
3441,All Perils,Female,24,Single,1,1,400,0,Sedan,Honda,4,<20000,External,5,2021,Jan,3,Friday,1,Urban,Policyholder,>30,No,No,Jan,4,Wednesday,>30,4903.691712,0
3442,Collision,Male,28,Married,2,0,400,0,Sport,Mazda,5,>69000,External,7,2021,Dec,5,Wednesday,1,Urban,Third Party,>30,No,No,Dec,5,Thursday,>30,50754.80403,0
3444,Collision,Male,26,Single,3,0,400,0,Sedan,Mazda,7,20000 to 29000,External,13,2021,May,2,Saturday,1,Urban,Policyholder,>30,No,No,May,2,Monday,>30,8834.026058,1
3445,Collision,Male,32,Single,3,1,400,4 to 8,Sedan,Acura,7,30000 to 39000,External,10,2021,Dec,2,Thursday,3 to 4,Urban,Third Party,>30,No,No,Dec,3,Wednesday,>30,29594.67712,0
3446,All Perils,Male,21,Single,4,2 to 4,400,0,Sedan,Honda,6,30000 to 39000,External,7,2021,Oct,2,Monday,1,Urban,Third Party,>30,No,No,Oct,3,Friday,>30,13269.1178,0
3447,Collision,Male,35,Single,1,0,400,0,Sedan,Hyundai,7,20000 to 29000,External,7,2021,Oct,2,Friday,1,Urban,Policyholder,>30,No,No,Oct,2,Friday,>30,2864.457373,0
3448,All Perils,Male,43,Single,2,0,400,0,Sedan,Hyundai,7,<20000,External,11,2021,Sep,3,Wednesday,1,Urban,Policyholder,>30,No,No,Oct,1,Wednesday,>30,4537.292285,0
3449,Collision,Male,24,Single,1,>4,400,0,Sedan,Chevrolet,5,20000 to 29000,External,14,2021,Sep,2,Friday,1,Urban,Policyholder,>30,No,No,Sep,3,Monday,>30,37438.29296,0
3450,All Perils,Male,18,Single,2,1,400,0,Sedan,Hyundai,3,<20000,External,11,2021,Aug,1,Tuesday,1,Urban,Policyholder,>30,No,No,Feb,1,Thursday,>30,8720.027759,0
3451,All Perils,Male,37,Married,3,2 to 4,400,0,Utility,Mazda,7,>69000,External,12,2021,Aug,1,Wednesday,1,Urban,Policyholder,>30,No,No,Aug,2,Friday,>30,66390.23369,0
3452,All Perils,Male,59,Married,1,>4,400,0,Sedan,Toyota,>7,20000 to 29000,External,11,2021,Jun,4,Friday,1,Urban,Policyholder,>30,No,No,Jul,2,Thursday,>30,23673.85291,0
3453,Collision,Male,31,Married,2,0,400,0,Sport,Honda,6,>69000,External,8,2021,May,4,Saturday,1,Urban,Third Party,>30,No,No,May,4,Monday,>30,62777.05884,0
3454,Collision,Male,42,Married,4,2 to 4,400,0,Sedan,Chevrolet,7,>69000,External,10,2021,May,4,Saturday,1,Urban,Policyholder,>30,No,No,Jun,1,Wednesday,>30,62888.308,0
3455,Liability,Male,36,Married,4,>4,400,0,Sport,Hyundai,7,20000 to 29000,External,6,2021,Feb,1,Wednesday,1,Urban,Policyholder,>30,No,No,Feb,1,Friday,>30,34080.09579,0
3457,Collision,Male,29,Single,1,1,400,0,Sedan,Mazda,7,20000 to 29000,External,4,2021,May,2,Sunday,1,Rural,Policyholder,>30,No,No,May,4,Tuesday,>30,8146.666023,1
3458,Liability,Male,49,Married,2,2 to 4,400,0,Sport,Dodge,5,>69000,External,16,2021,Jan,3,Thursday,1,Urban,Policyholder,>30,No,No,Jan,4,Friday,>30,64716.40829,0
3460,Liability,Male,46,Married,4,1,400,0,Sport,Honda,>7,20000 to 29000,External,4,2021,Jan,4,Monday,1,Urban,Policyholder,>30,No,No,Jan,4,Tuesday,>30,3765.987287,0
