PolicyNumber,PolicyType,Sex,Age,MaritalStatus,DriverRating,PastClaims,Deductible,AddressChange,VehicleCategory,Make,VehicleAge,VehiclePrice,AgentType,RepNumber,Year,Month,Week,Day,CarsInvolved,CollisionArea,Fault,InforceAccident,WitnessPresent,PoliceReport,MonthClaimed,WeekClaimed,DayClaimed,InforceClaim,Claim,Fraud
14906,Collision,Male,30,Married,1,0,400,0,Sedan,Toyota,5,20000 to 29000,External,3,2023,Oct,1,Thursday,1,Rural,Policyholder,>30,No,No,Oct,3,Monday,>30,7110.604302,1
14943,Collision,Male,26,Single,1,0,400,0,Sedan,Toyota,4,20000 to 29000,External,12,2023,Oct,2,Saturday,1,Urban,Policyholder,8 to 15,No,No,Oct,4,Tuesday,>30,4658.427247,1
14998,All Perils,Male,26,Married,4,0,400,0,Sedan,Ram,6,20000 to 29000,External,15,2023,Oct,3,Saturday,1,Urban,Policyholder,>30,No,No,Oct,3,Tuesday,>30,7518.591611,1
15046,All Perils,Male,45,Married,2,0,500,2 to 3,Sedan,Mazda,6,20000 to 29000,External,13,2023,Oct,3,Sunday,1,Urban,Third Party,>30,No,No,Oct,4,Saturday,>30,5894.594682,1
15062,All Perils,Male,61,Single,1,2 to 4,400,0,Sedan,Acura,>7,>69000,External,2,2023,Oct,3,Monday,1,Urban,Policyholder,>30,No,No,Oct,3,Wednesday,>30,50201.42845,1
15066,Collision,Male,66,Married,2,0,400,0,Sport,Honda,6,>69000,External,2,2023,Oct,3,Monday,1,Urban,Policyholder,>30,No,No,Oct,3,Tuesday,>30,53588.10536,1
15088,Collision,Male,38,Married,2,0,400,0,Sedan,Honda,7,20000 to 29000,External,3,2023,Oct,3,Wednesday,1,Urban,Policyholder,>30,No,No,Oct,4,Monday,>30,1652.635259,1
15107,Collision,Male,54,Married,2,2 to 4,400,1,Sedan,Mazda,>7,30000 to 39000,External,6,2023,Oct,3,Thursday,1,Urban,Policyholder,>30,No,No,Oct,3,Friday,>30,56510.95372,1
15112,All Perils,Male,68,Married,3,0,400,0,Sedan,Honda,>7,20000 to 29000,External,16,2023,Oct,3,Thursday,1,Urban,Policyholder,>30,No,No,Oct,3,Friday,>30,4149.537496,1
15116,Collision,Male,28,Single,2,2 to 4,400,0,Sedan,Honda,3,20000 to 29000,External,11,2023,Oct,3,Thursday,1,Urban,Policyholder,>30,No,No,Oct,4,Tuesday,>30,8794.843273,1
15121,All Perils,Male,50,Married,3,2 to 4,400,4 to 8,Utility,Chevrolet,7,>69000,External,9,2023,Oct,3,Friday,2,Urban,Policyholder,>30,No,No,Oct,4,Tuesday,>30,71010.05451,1
15182,Collision,Female,24,Single,4,1,400,0,Sedan,Toyota,5,20000 to 29000,External,3,2023,Oct,4,Tuesday,1,Urban,Policyholder,>30,No,No,Oct,4,Wednesday,>30,5165.017566,1
15346,Collision,Male,46,Married,1,0,700,0,Sedan,Chevrolet,>7,20000 to 29000,External,11,2023,Nov,2,Tuesday,1,Urban,Policyholder,>30,No,No,Nov,3,Friday,>30,7879.995442,1
15376,Collision,Female,33,Single,4,0,400,0,Sedan,Hyundai,5,20000 to 29000,External,3,2023,Nov,2,Saturday,3 to 4,Urban,Policyholder,>30,No,No,Nov,4,Monday,>30,9688.488701,1
15410,Collision,Female,65,Married,3,>4,400,0,Sedan,Mazda,7,20000 to 29000,External,7,2023,Nov,3,Friday,1,Urban,Policyholder,>30,No,No,Nov,3,Sunday,>30,11105.10376,1
15416,Collision,Male,35,Married,4,2 to 4,400,0,Sedan,Toyota,6,20000 to 29000,External,5,2023,Nov,4,Friday,1,Urban,Policyholder,>30,No,No,Nov,5,Tuesday,>30,5333.907501,1
15420,Collision,Male,21,Single,4,0,400,0,Sedan,Toyota,5,20000 to 29000,External,3,2023,Dec,2,Wednesday,1,Urban,Policyholder,>30,No,No,Dec,3,Thursday,>30,1605.410804,1
